2.68476	-18.7847
-2.22556	-10.8074
-10.7012	-3.27724
-5.06856	6.62967
-2.71326	-10.1664
9.7883	-0.433681
-4.35993	-0.197922
-8.15568	1.40568
-3.22938	-4.17259
1.10463	5.17288
-6.93743	-0.652119
1.07583	1.45346
-0.31212	0.467323
-1.71123	-0.412197
2.22247	-2.49717
1.87373	-0.692195
-0.902104	-2.52816
-1.00193	-2.96796
-3.30794	-17.7424
-16.2747	-13.7743
-11.5356	-29.8899
-27.5536	3.17498
4.67139	-24.6548
-29.6387	-11.8637
-10.9807	-13.674
-14.206	-16.2646
-15.8878	8.78732
9.22089	-11.138
-12.6222	-7.49244
-2.55399	0.646795
2.99704	5.36903
6.89606	-0.800309
-3.12906	-6.60871
-5.46812	-0.0295318
-5.67938	1.4348
-3.79448	-4.73879
-1.69926	-2.10981
-3.11609	-17.0259
-16.7446	-19.2976
-21.589	-0.0497746
-0.0787519	-39.2272
-37.2069	-5.02204
-5.05514	-1.53654
-3.23935	-9.48011
-12.7307	1.43133
0.262628	6.48723
1.16053	-14.027
-11.5485	-0.930962
2.95635	-7.58222
-7.79036	-11.0746
-10.4035	-1.19074
-1.31156	-7.00284
-7.75467	-1.86711
-1.42184	-6.54086
-5.28427	-4.31858
-7.79071	-0.429858
-1.79342	-2.23709
-4.60661	-6.74317
-5.64865	-6.87682
-7.65647	-1.18064
-1.10571	-30.6688
-30.4391	5.75162
4.21022	-27.3442
-30.5294	-3.183
-0.774684	-7.28687
-10.7987	-14.2292
-15.2829	3.05247
2.6205	-17.8621
-18.3309	-1.8901
0.528719	-2.64089
-3.13117	-4.77012
-3.9531	3.52875
5.52762	-1.92639
-0.405488	4.88757
5.82907	-5.73858
-2.63294	2.70666
1.13566	-2.75481
-1.11859	-15.1739
-12.0342	-2.33378
-5.36471	-7.02182
-9.30221	-26.6788
-27.73	-17.8683
-12.5421	-2.16286
-5.29022	-5.00058
-6.2199	-13.9645
-5.91901	-6.60858
-9.90218	0.617326
2.92051	-13.6153
-10.4249	-2.99771
-7.40566	-4.85619
-4.1011	4.55346
4.98759	8.24944
2.16898	3.53566
3.04443	-0.618776
-7.50523	-2.07488
-3.43894	-0.604616
-2.85762	-1.52033
1.68207	-23.3116
-19.753	-15.4597
-10.1109	4.17686
1.66951	-25.9445
-25.36	-14.3426
-12.7793	-16.8958
-14.7392	5.39055
-1.80764	-16.3615
-7.75446	-8.09834
-12.5976	3.06044
5.89393	-21.072
-11.3054	0.520608
3.10556	-3.49752
-5.62697	-0.732075
9.22222	2.46742
10.6855	-2.9998
-3.12624	-1.13689
0.815003	-2.54089
6.09824	1.54651
-1.48946	-1.15771
-3.42497	-37.7495
-37.222	-6.44187
-9.62873	-14.1753
-1.33333	-9.04522
-23.1121	-10.3355
2.95563	-6.2939
-6.7818	-1.625
2.20334	9.65524
5.76786	5.89984
9.12527	0.180763
0.130418	5.27932
1.10074	8.25448
2.91343	3.47476
3.64458	-1.77696
-9.44788	1.53906
-0.100323	-3.19054
-2.116	-2.48112
1.45584	1.20377
0.870544	-1.54245
-0.601381	-1.05928
-0.447914	-15.8206
-15.6331	-16.3008
-17.5653	-6.72355
-5.85726	-28.6698
-28.8133	-4.43118
-3.24006	8.64083
12.6601	-4.15578
-3.24411	-16.936
-17.6313	-8.38496
-12.0723	8.07985
9.71922	-8.54755
-7.12498	2.4693
2.42732	-6.69282
-6.20567	-1.86569
-2.79642	0.478021
0.049249	-3.88673
-4.77253	1.9548
-0.048585	-4.38635
0.481121	-0.467746
-3.22657	-0.590326
-1.53689	-9.58343
-10.7435	-10.8667
-12.863	5.23114
2.36662	-9.70864
-14.7664	-5.60894
-4.1175	-17.0454
-10.6814	2.04102
0.0275972	-10.3096
-17.0866	-16.5396
-19.078	-16.6124
-18.158	-12.1594
-16.7085	-3.84605
-8.05502	-15.0477
-11.238	-1.38328
2.29997	-3.49243
-5.7021	-8.2101
-3.50899	-0.200274
-2.06664	-1.14054
-0.710627	3.76887
-0.274783	-2.38983
0.574653	-7.74664
-6.62965	-24.2539
-21.2651	2.4533
0.886846	4.74679
5.22531	0.194172
4.71037	1.05233
-11.0987	-10.6863
-9.86478	-15.9101
-6.23335	1.37949
8.16324	-6.2452
1.19286	15.3845
13.2431	-5.94994
3.88703	1.841
-4.43829	-2.42495
0.264795	0.873326
-0.724085	-3.69137
5.74704	6.08334
-1.00216	-0.646736
-0.921688	-3.36304
-7.10728	-2.40115
0.455625	-10.5478
0.499881	-6.19616
5.50118	-0.268328
-1.96581	-5.32652
-1.19833	4.09627
-9.70636	-14.1145
-12.0785	-2.20115
2.27824	1.98865
3.54804	1.54377
3.35277	1.03559
-0.324051	3.75644
-4.43214	2.35163
-1.29296	-1.78667
-0.782541	-1.57388
-3.55484	0.992262
0.470089	-13.8028
-12.3747	-22.454
-21.6539	-9.00311
-9.53298	-21.555
-24.3435	-10.2798
-9.1556	9.26696
9.36759	-3.72138
-6.98328	-5.75911
-4.93771	-2.24685
2.60023	-6.01873
-7.36056	-8.92387
-7.83691	-3.00171
-4.48667	-9.78976
-7.8811	7.24588
4.47005	-5.04508
-5.65633	0.517336
1.04954	-3.46751
-3.55477	-0.667606
-1.30607	-0.9088
-0.238642	-2.18594
-1.5541	-22.6976
-21.6491	-15.6195
-18.76	-9.2922
-13.8775	-14.9183
-12.1381	-12.002
-8.40745	-25.1814
-27.4619	-4.44138
-1.38034	5.53937
5.43195	2.80634
-3.63812	-7.87972
-23.2695	-8.22416
-3.11141	12.2869
-8.08193	-11.4977
-8.73866	1.5289
-6.9147	-1.78207
0.498187	-7.96613
-7.30985	-3.08252
-2.60379	-2.81845
-2.89888	-0.787136
-0.62172	-1.42555
-1.56951	-21.5637
-22.555	-24.5034
-24.9482	-8.50348
-8.90418	-18.1487
-14.6483	-8.8624
-9.52576	-5.06215
-6.684	0.322046
4.83565	-11.1242
-6.21801	-22.9231
-17.5025	-10.696
-11.1861	-0.255077
-2.15283	-5.60881
-5.20667	-7.66976
-12.0315	-3.77584
1.4548	4.09681
6.5006	-0.465873
1.4698	3.66025
4.96282	-2.983
-0.301231	-3.8148
-1.27569	-2.93157
-2.69195	-16.9976
-16.0235	-20.5616
-20.704	5.12868
7.66271	-23.9159
-26.7842	-0.153199
-1.2769	-23.4314
-23.3833	-7.21968
-4.2312	5.55893
6.13088	-13.7282
-0.49094	-2.14148
-3.74689	-9.37258
-7.483	-1.93229
7.14963	-1.58786
10.3823	9.87255
4.13613	7.20547
3.87841	1.16963
6.01211	-3.65175
-1.99003	0.338378
-0.861609	-1.05066
-2.39815	-0.950383
0.415117	-11.12
-0.673531	-22.7344
-14.6536	3.49894
3.11656	-8.50927
-10.9898	-18.0484
-19.6255	-14.0969
-4.10898	0.893684
-2.396	-13.4916
-9.31496	-9.43697
-16.6304	2.20223
4.4268	-11.829
-11.598	-5.54091
-5.0391	-15.571
-17.4476	4.85602
7.35295	-1.79533
-0.109067	2.70625
-1.86531	2.01782
1.97058	-0.722812
2.12824	-3.2748
-3.18301	-0.657927
-0.653334	-17.2511
-9.83293	-22.1261
-21.2424	-10.4393
-2.81951	-22.2707
-10.7969	-18.1553
-14.9361	-6.49798
4.57673	-10.47
9.88672	3.28368
-2.92943	0.821694
10.4568	-7.37325
-6.87747	-3.7016
-9.37109	1.0955
-0.438213	1.24279
3.71788	-2.04155
-14.7713	5.44633
3.46769	-11.7885
-6.61673	4.23587
1.97802	-2.72969
-5.21301	-1.35562
0.740163	-1.68774
-3.53511	-7.97185
